"language","id","productCode","active","name","description","benefits","brand","width","height","depth","diameter","volume","weight","countryOfOrigin","customsCode","listImage","packaging.width","packaging.height","packaging.depth","packaging.volume","packaging.capacity","packaging.weight","materials","imprintRequired","imprintTemplate","price.type","price.currency","minQty.1","maxQty.1","price.1","minQty.2","maxQty.2","price.2","minQty.3","maxQty.3","price.3","minQty.4","maxQty.4","price.4","minQty.5","maxQty.5","price.5","minQty.6","maxQty.6","price.6","minQty.7","maxQty.7","price.7","minQty.8","maxQty.8","price.8","minQty.9","maxQty.9","price.9","minQty.10","maxQty.10","price.10"
"en","01t1n00000DyczMAAR","3460001893","1","BIC® Wide Body™ Mini Digital ballpen","Compact version ideal to fit any pocket! Wide profile and a wide 360º full colour imprint area!","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Mix & Match frosted and opaque colour components to create more than 1,700 different combinations! | 360º photo-quality full-colour imprint. | Reliable plunger action mechanism. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing.","BIC®","1.50 cm","11.60 cm","1.20 cm","1.20 cm","20.88 cm3","6.70 g","Spain","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/FSNYaY0k78udKqwwbV6F1LRPa_ZHEnKReNbnICW9nzddRzA93plgYHQiY3oWplxl7BI0Pud_oyMsAfXAak4zAYTqFodCAdX3KzPMvh5ZLMw-opU4YK9xbt3nnSWNmEUFTYFaGeaHYpxnaVi5gySmCN-h7fIzm97z_MF8MNRO-cY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1675.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/Sdey4JGGC5iwGDEhwwtSr0mdvng30PaXUiaX_kJbFuthdOWSdxyW2hN2xsR_YLc1Czpj4ySOjd18q0tTDP4HL6WBnp6gC3aU0lUDH8NShBS6SiAvXNli-HEAQPnJ5JGSIxKEDfUiKDHCsPVHMgzu27gkTMPYEeeV4dmNBxIVbJQ=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"es","01t1n00000DyczMAAR","3460001893","1","BIC® Wide Body™ Mini Digital bolígrafo","¡Versión compacta ideal para adaptarse a cualquier bolsillo! Con perfil ancho, ¡ofrece una amplia área de impresión 360º a todo color!","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Mix & Match frosted and opaque colour components to create more than 1,700 different combinations! | 360º photo-quality full-colour imprint. | Reliable plunger action mechanism. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing.","BIC®","1.50 cm","11.60 cm","1.20 cm","1.20 cm","20.88 cm3","6.70 g","España","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/FSNYaY0k78udKqwwbV6F1LRPa_ZHEnKReNbnICW9nzddRzA93plgYHQiY3oWplxl7BI0Pud_oyMsAfXAak4zAYTqFodCAdX3KzPMvh5ZLMw-opU4YK9xbt3nnSWNmEUFTYFaGeaHYpxnaVi5gySmCN-h7fIzm97z_MF8MNRO-cY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1675.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/Sdey4JGGC5iwGDEhwwtSr0mdvng30PaXUiaX_kJbFuthdOWSdxyW2hN2xsR_YLc1Czpj4ySOjd18q0tTDP4HL6WBnp6gC3aU0lUDH8NShBS6SiAvXNli-HEAQPnJ5JGSIxKEDfUiKDHCsPVHMgzu27gkTMPYEeeV4dmNBxIVbJQ=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fi","01t1n00000DyczMAAR","3460001893","1","BIC® Wide Body™ Mini Digital kuulakärkikynä","Kätevä lyhytrunkoinen kynä, joka on yksilöitävissä täysissä väreissä.","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Mix & Match frosted and opaque colour components to create more than 1,700 different combinations! | 360º photo-quality full-colour imprint. | Reliable plunger action mechanism. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing.","BIC®","1.50 cm","11.60 cm","1.20 cm","1.20 cm","20.88 cm3","6.70 g","Espanja","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/FSNYaY0k78udKqwwbV6F1LRPa_ZHEnKReNbnICW9nzddRzA93plgYHQiY3oWplxl7BI0Pud_oyMsAfXAak4zAYTqFodCAdX3KzPMvh5ZLMw-opU4YK9xbt3nnSWNmEUFTYFaGeaHYpxnaVi5gySmCN-h7fIzm97z_MF8MNRO-cY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1675.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/Sdey4JGGC5iwGDEhwwtSr0mdvng30PaXUiaX_kJbFuthdOWSdxyW2hN2xsR_YLc1Czpj4ySOjd18q0tTDP4HL6WBnp6gC3aU0lUDH8NShBS6SiAvXNli-HEAQPnJ5JGSIxKEDfUiKDHCsPVHMgzu27gkTMPYEeeV4dmNBxIVbJQ=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fr","01t1n00000DyczMAAR","3460001893","1","BIC® Wide Body™ Mini Digital bille","Version compacte idéale pour s’adapter à tous les sacs ! Profil large et grander, il offre une large zone d’impression à 360° dans toutes les couleurs !","La marque BIC® est reconnue par 9 personnes sur 10: associez votre nom à un produit de confiance de haute qualité. | Mélanger et assortir des composants de couleur givrés et opaques pour créer plus de 1 700 combinaisons différentes! | Empreinte de couleur en couleur de qualité à 360 °. | Mécanisme d'action de piston fiable. | Fabrication interne complète. | La boule en carbure de tungstène parfaitement sphérique contribue à une écriture cohérente. | Encre à longue durée de vie: haute qualité, séchage rapide et écriture en douceur.","BIC®","1.50 cm","11.60 cm","1.20 cm","1.20 cm","20.88 cm3","6.70 g","Espagne","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/FSNYaY0k78udKqwwbV6F1LRPa_ZHEnKReNbnICW9nzddRzA93plgYHQiY3oWplxl7BI0Pud_oyMsAfXAak4zAYTqFodCAdX3KzPMvh5ZLMw-opU4YK9xbt3nnSWNmEUFTYFaGeaHYpxnaVi5gySmCN-h7fIzm97z_MF8MNRO-cY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1675.00 g","Plastique","1","https://api.everisbigcontent.com/edms/rest/v1/links/Sdey4JGGC5iwGDEhwwtSr0mdvng30PaXUiaX_kJbFuthdOWSdxyW2hN2xsR_YLc1Czpj4ySOjd18q0tTDP4HL6WBnp6gC3aU0lUDH8NShBS6SiAvXNli-HEAQPnJ5JGSIxKEDfUiKDHCsPVHMgzu27gkTMPYEeeV4dmNBxIVbJQ=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"it","01t1n00000DyczMAAR","3460001893","1","BIC® Wide Body™ Mini Digital penna a sfera","Versione compatta ideale per tutte le tasche! Ampio profilo, offre una grande area di stampa a 360º a colori!","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Mix & Match frosted and opaque colour components to create more than 1,700 different combinations! | 360º photo-quality full-colour imprint. | Reliable plunger action mechanism. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing.","BIC®","1.50 cm","11.60 cm","1.20 cm","1.20 cm","20.88 cm3","6.70 g","Spagna","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/FSNYaY0k78udKqwwbV6F1LRPa_ZHEnKReNbnICW9nzddRzA93plgYHQiY3oWplxl7BI0Pud_oyMsAfXAak4zAYTqFodCAdX3KzPMvh5ZLMw-opU4YK9xbt3nnSWNmEUFTYFaGeaHYpxnaVi5gySmCN-h7fIzm97z_MF8MNRO-cY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1675.00 g","Plastica","1","https://api.everisbigcontent.com/edms/rest/v1/links/Sdey4JGGC5iwGDEhwwtSr0mdvng30PaXUiaX_kJbFuthdOWSdxyW2hN2xsR_YLc1Czpj4ySOjd18q0tTDP4HL6WBnp6gC3aU0lUDH8NShBS6SiAvXNli-HEAQPnJ5JGSIxKEDfUiKDHCsPVHMgzu27gkTMPYEeeV4dmNBxIVbJQ=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nl","01t1n00000DyczMAAR","3460001893","1","BIC® Wide Body™ Mini Digital balpen","Ideale compacte uitvoering, zodat hij in alle zakken past! Breed profiel en een breed 360º full colour bedrukbaar oppervlak!","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Mix & Match frosted and opaque colour components to create more than 1,700 different combinations! | 360º photo-quality full-colour imprint. | Reliable plunger action mechanism. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing.","BIC®","1.50 cm","11.60 cm","1.20 cm","1.20 cm","20.88 cm3","6.70 g","Spanje","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/FSNYaY0k78udKqwwbV6F1LRPa_ZHEnKReNbnICW9nzddRzA93plgYHQiY3oWplxl7BI0Pud_oyMsAfXAak4zAYTqFodCAdX3KzPMvh5ZLMw-opU4YK9xbt3nnSWNmEUFTYFaGeaHYpxnaVi5gySmCN-h7fIzm97z_MF8MNRO-cY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1675.00 g","Plastiek","1","https://api.everisbigcontent.com/edms/rest/v1/links/Sdey4JGGC5iwGDEhwwtSr0mdvng30PaXUiaX_kJbFuthdOWSdxyW2hN2xsR_YLc1Czpj4ySOjd18q0tTDP4HL6WBnp6gC3aU0lUDH8NShBS6SiAvXNli-HEAQPnJ5JGSIxKEDfUiKDHCsPVHMgzu27gkTMPYEeeV4dmNBxIVbJQ=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pt","01t1n00000DyczMAAR","3460001893","1","BIC® Wide Body™ Mini Digital esferográfica","Versão compacta, ideal para qualquer bolso! Perfil amplo e área de impressão em quadricromia de 360º!","BIC® brand is recognised by 9 out of 10 people: associate your name with a high-quality trusted product. | Mix & Match frosted and opaque colour components to create more than 1,700 different combinations! | 360º photo-quality full-colour imprint. | Reliable plunger action mechanism. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing.","BIC®","1.50 cm","11.60 cm","1.20 cm","1.20 cm","20.88 cm3","6.70 g","Espanha","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/FSNYaY0k78udKqwwbV6F1LRPa_ZHEnKReNbnICW9nzddRzA93plgYHQiY3oWplxl7BI0Pud_oyMsAfXAak4zAYTqFodCAdX3KzPMvh5ZLMw-opU4YK9xbt3nnSWNmEUFTYFaGeaHYpxnaVi5gySmCN-h7fIzm97z_MF8MNRO-cY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1675.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/Sdey4JGGC5iwGDEhwwtSr0mdvng30PaXUiaX_kJbFuthdOWSdxyW2hN2xsR_YLc1Czpj4ySOjd18q0tTDP4HL6WBnp6gC3aU0lUDH8NShBS6SiAvXNli-HEAQPnJ5JGSIxKEDfUiKDHCsPVHMgzu27gkTMPYEeeV4dmNBxIVbJQ=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sv","01t1n00000DyczMAAR","3460001893","1","BIC® Wide Body™ Mini Digital kulpenna","Kompakt version som passar perfekt i alla fickor! Bred profil och brett område för fyrfärgstryck i 360°!","BIC®-varumärket känns igen av 9 av 10 personer: koppla ditt namn till en pålitlig produkt av hög kvalitet. | Mixa & Matcha frostade och opaka färgkomponenter för att skapa mer än 1 700 olika kombinationer! | 360º tryck i fullfärg och fotokvalitet. | Pålitlig handlingsmekanism. | Helt egen tillverkning. | Den perfekt sfäriska volframkarbidbollen bidrar till konsekvent skrivning. | Bläck med lång livslängd: hög kvalitet, snabbtorkande och mjuk skrivkänsla.","BIC®","1.50 cm","11.60 cm","1.20 cm","1.20 cm","20.88 cm3","6.70 g","Spanien","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/FSNYaY0k78udKqwwbV6F1LRPa_ZHEnKReNbnICW9nzddRzA93plgYHQiY3oWplxl7BI0Pud_oyMsAfXAak4zAYTqFodCAdX3KzPMvh5ZLMw-opU4YK9xbt3nnSWNmEUFTYFaGeaHYpxnaVi5gySmCN-h7fIzm97z_MF8MNRO-cY=","32.40 cm","13.60 cm","15.20 cm","6697.73 cm3","250 u.","1675.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/Sdey4JGGC5iwGDEhwwtSr0mdvng30PaXUiaX_kJbFuthdOWSdxyW2hN2xsR_YLc1Czpj4ySOjd18q0tTDP4HL6WBnp6gC3aU0lUDH8NShBS6SiAvXNli-HEAQPnJ5JGSIxKEDfUiKDHCsPVHMgzu27gkTMPYEeeV4dmNBxIVbJQ=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"de","01t1n00000DyNrNAAV","3460002398","1","BIC® Clip Case","Große Druckfläche.: Jetzt auch mit dem neuen britePix™ Texture, um Ihre Botschaft mit einem Relief zu betonen. Ideal zum Fixieren auf Ihrer Zigarettenschachtel! Vollfarbe ""on the go""! Alle Hüllen sind mit weissem BIC® J25 Feuerzeug ausgestattet.","Satte Farben für unterwegs!","BIC®","2.40 cm","5.50 cm","1.50 cm","0.00 cm","19.80 cm3","8.30 g","China","9613100000","https://api.everisbigcontent.com/edms/rest/v1/links/ZU9ukOFxB-N6GTUSXhRhQjidBYN4Agf4xCOJYpxio_sxXWS1ulbdLPobRD4pQXpg9s-heYoYRzvGuSnlSkdEex3FGJEcKKLeVN6fwLiZMlBuPZdUQjENbf4nNWqlm75lajrASvheQ0D_Cq9Xy1lqCFpDbMGbi8QzXQcqrpoG0Z0=","0.00 cm","0.00 cm","0.00 cm","0.00 cm3","50 u.","415.00 g","Kunststoff","1","https://api.everisbigcontent.com/edms/rest/v1/links/gFcW_Fzwwkb15AQvRCgnRYACee-fUt6xeVVC_-YlonfJAQd4UOlfXC40um3rd-GPh0QG2ZNvPOdbyWRcdwmP_tIvdq2LQQ6xVyTp5zRX_V3aalZJAX1LjVSf_auUGD25LrQxKxRBisGBuLMX_xomNyEXynjnhMd6X3wRDTlCVsY=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"en","01t1n00000DyNrNAAV","3460002398","1","BIC® Clip Case","Wide printing surface: now also available with the new britePix™ Texture that gives a relief effect on your communication! Ideal to attach to the top of your pack of cigarettes! Full colour on the go! All cases are delivered with a white BIC® J25 lighter.","Full colour on the go!","BIC®","2.40 cm","5.50 cm","1.50 cm","0.00 cm","19.80 cm3","8.30 g","China","9613100000","https://api.everisbigcontent.com/edms/rest/v1/links/ZU9ukOFxB-N6GTUSXhRhQjidBYN4Agf4xCOJYpxio_sxXWS1ulbdLPobRD4pQXpg9s-heYoYRzvGuSnlSkdEex3FGJEcKKLeVN6fwLiZMlBuPZdUQjENbf4nNWqlm75lajrASvheQ0D_Cq9Xy1lqCFpDbMGbi8QzXQcqrpoG0Z0=","0.00 cm","0.00 cm","0.00 cm","0.00 cm3","50 u.","415.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/gFcW_Fzwwkb15AQvRCgnRYACee-fUt6xeVVC_-YlonfJAQd4UOlfXC40um3rd-GPh0QG2ZNvPOdbyWRcdwmP_tIvdq2LQQ6xVyTp5zRX_V3aalZJAX1LjVSf_auUGD25LrQxKxRBisGBuLMX_xomNyEXynjnhMd6X3wRDTlCVsY=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"es","01t1n00000DyNrNAAV","3460002398","1","BIC® Clip Case","Amplia superficie de impresión: ¡ahora también disponible con britePix™ Texture que dará un efecto de relieve a tu comunicación! Ideal para fijar en la parte superior de tu paquete de cigarrillos! ¡Llévalo a todo color! Todas las fundas incluyen un encendedor BIC® J25 en color blanco. Producto no disponible en las Islas Baleares (España).","A todo color, ¡en todas partes!","BIC®","2.40 cm","5.50 cm","1.50 cm","0.00 cm","19.80 cm3","8.30 g","China","9613100000","https://api.everisbigcontent.com/edms/rest/v1/links/ZU9ukOFxB-N6GTUSXhRhQjidBYN4Agf4xCOJYpxio_sxXWS1ulbdLPobRD4pQXpg9s-heYoYRzvGuSnlSkdEex3FGJEcKKLeVN6fwLiZMlBuPZdUQjENbf4nNWqlm75lajrASvheQ0D_Cq9Xy1lqCFpDbMGbi8QzXQcqrpoG0Z0=","0.00 cm","0.00 cm","0.00 cm","0.00 cm3","50 u.","415.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/gFcW_Fzwwkb15AQvRCgnRYACee-fUt6xeVVC_-YlonfJAQd4UOlfXC40um3rd-GPh0QG2ZNvPOdbyWRcdwmP_tIvdq2LQQ6xVyTp5zRX_V3aalZJAX1LjVSf_auUGD25LrQxKxRBisGBuLMX_xomNyEXynjnhMd6X3wRDTlCVsY=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fi","01t1n00000DyNrNAAV","3460002398","1","BIC® klipsi kotelo sytytin ja suojus britePix™","Laaja painopinta: nyt saatavana myös britePix tekstiure monivärisellä kohopainatuksella. Kaikki sytyttimen suojukset sisältävä BIC J25 -sytyttimen.","Full colour on the go!","BIC®","2.40 cm","5.50 cm","1.50 cm","0.00 cm","19.80 cm3","8.30 g","Kiina","9613100000","https://api.everisbigcontent.com/edms/rest/v1/links/ZU9ukOFxB-N6GTUSXhRhQjidBYN4Agf4xCOJYpxio_sxXWS1ulbdLPobRD4pQXpg9s-heYoYRzvGuSnlSkdEex3FGJEcKKLeVN6fwLiZMlBuPZdUQjENbf4nNWqlm75lajrASvheQ0D_Cq9Xy1lqCFpDbMGbi8QzXQcqrpoG0Z0=","0.00 cm","0.00 cm","0.00 cm","0.00 cm3","50 u.","415.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/gFcW_Fzwwkb15AQvRCgnRYACee-fUt6xeVVC_-YlonfJAQd4UOlfXC40um3rd-GPh0QG2ZNvPOdbyWRcdwmP_tIvdq2LQQ6xVyTp5zRX_V3aalZJAX1LjVSf_auUGD25LrQxKxRBisGBuLMX_xomNyEXynjnhMd6X3wRDTlCVsY=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fr","01t1n00000DyNrNAAV","3460002398","1","BIC® Clip Case","Vaste surface d'impression : aujourd’hui également disponible avec britePix™ Texture, qui apporte du relief à votre communication ! Idéal pour être fixé sur la partie supérieure d'un paquet de cigarettes ! Les couleurs ont la vedette ! Tous les étuis sont livrés avec un briquet BIC® J25 de couleur blanche.","Une explosion de couleurs !","BIC®","2.40 cm","5.50 cm","1.50 cm","0.00 cm","19.80 cm3","8.30 g","Chine","9613100000","https://api.everisbigcontent.com/edms/rest/v1/links/ZU9ukOFxB-N6GTUSXhRhQjidBYN4Agf4xCOJYpxio_sxXWS1ulbdLPobRD4pQXpg9s-heYoYRzvGuSnlSkdEex3FGJEcKKLeVN6fwLiZMlBuPZdUQjENbf4nNWqlm75lajrASvheQ0D_Cq9Xy1lqCFpDbMGbi8QzXQcqrpoG0Z0=","0.00 cm","0.00 cm","0.00 cm","0.00 cm3","50 u.","415.00 g","Plastique","1","https://api.everisbigcontent.com/edms/rest/v1/links/gFcW_Fzwwkb15AQvRCgnRYACee-fUt6xeVVC_-YlonfJAQd4UOlfXC40um3rd-GPh0QG2ZNvPOdbyWRcdwmP_tIvdq2LQQ6xVyTp5zRX_V3aalZJAX1LjVSf_auUGD25LrQxKxRBisGBuLMX_xomNyEXynjnhMd6X3wRDTlCVsY=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"it","01t1n00000DyNrNAAV","3460002398","1","BIC® Clip Case","Vasta area di stampa: ora disponibile anche con britePix™ Texture per dare rilievo alla tua comunicazione! Ideale da fissare nella parte superiore del tuo pacchetto di sigarette! Passa al colore! Tutti i porta accendini sono venduti con un accendino BIC® J25 di colore bianco.","Full colour, sempre al tuo fianco!","BIC®","2.40 cm","5.50 cm","1.50 cm","0.00 cm","19.80 cm3","8.30 g","Cina","9613100000","https://api.everisbigcontent.com/edms/rest/v1/links/ZU9ukOFxB-N6GTUSXhRhQjidBYN4Agf4xCOJYpxio_sxXWS1ulbdLPobRD4pQXpg9s-heYoYRzvGuSnlSkdEex3FGJEcKKLeVN6fwLiZMlBuPZdUQjENbf4nNWqlm75lajrASvheQ0D_Cq9Xy1lqCFpDbMGbi8QzXQcqrpoG0Z0=","0.00 cm","0.00 cm","0.00 cm","0.00 cm3","50 u.","415.00 g","Plastica","1","https://api.everisbigcontent.com/edms/rest/v1/links/gFcW_Fzwwkb15AQvRCgnRYACee-fUt6xeVVC_-YlonfJAQd4UOlfXC40um3rd-GPh0QG2ZNvPOdbyWRcdwmP_tIvdq2LQQ6xVyTp5zRX_V3aalZJAX1LjVSf_auUGD25LrQxKxRBisGBuLMX_xomNyEXynjnhMd6X3wRDTlCVsY=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nl","01t1n00000DyNrNAAV","3460002398","1","BIC® Hoes met clip","Breed bedrukbaar oppervlak: nu ook beschikbaar met de nieuwe britePix™ textuur die een ondersteunend effect heeft op uw communicatie! Ideaal om te bevestigen bovenop uw pakje sigaretten! Full colour onderweg! Alle houders worden geleverd met een witte BIC® J25 aansteker.","Full colour onderweg!","BIC®","2.40 cm","5.50 cm","1.50 cm","0.00 cm","19.80 cm3","8.30 g","China","9613100000","https://api.everisbigcontent.com/edms/rest/v1/links/ZU9ukOFxB-N6GTUSXhRhQjidBYN4Agf4xCOJYpxio_sxXWS1ulbdLPobRD4pQXpg9s-heYoYRzvGuSnlSkdEex3FGJEcKKLeVN6fwLiZMlBuPZdUQjENbf4nNWqlm75lajrASvheQ0D_Cq9Xy1lqCFpDbMGbi8QzXQcqrpoG0Z0=","0.00 cm","0.00 cm","0.00 cm","0.00 cm3","50 u.","415.00 g","Plastiek","1","https://api.everisbigcontent.com/edms/rest/v1/links/gFcW_Fzwwkb15AQvRCgnRYACee-fUt6xeVVC_-YlonfJAQd4UOlfXC40um3rd-GPh0QG2ZNvPOdbyWRcdwmP_tIvdq2LQQ6xVyTp5zRX_V3aalZJAX1LjVSf_auUGD25LrQxKxRBisGBuLMX_xomNyEXynjnhMd6X3wRDTlCVsY=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pt","01t1n00000DyNrNAAV","3460002398","1","Capa de isqueiro BIC® Clip","Ampla superfície de impressão: agora também com a nova textura britePix™, que proporciona um efeito de relevo à sua comunicação! Ideal para prender no topo do seu maço de cigarros! Quadricromia sem limites! Todas as capas são entregues com um isqueiro branco BIC® J25.","Cor total em qualquer lado!","BIC®","2.40 cm","5.50 cm","1.50 cm","0.00 cm","19.80 cm3","8.30 g","China","9613100000","https://api.everisbigcontent.com/edms/rest/v1/links/ZU9ukOFxB-N6GTUSXhRhQjidBYN4Agf4xCOJYpxio_sxXWS1ulbdLPobRD4pQXpg9s-heYoYRzvGuSnlSkdEex3FGJEcKKLeVN6fwLiZMlBuPZdUQjENbf4nNWqlm75lajrASvheQ0D_Cq9Xy1lqCFpDbMGbi8QzXQcqrpoG0Z0=","0.00 cm","0.00 cm","0.00 cm","0.00 cm3","50 u.","415.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/gFcW_Fzwwkb15AQvRCgnRYACee-fUt6xeVVC_-YlonfJAQd4UOlfXC40um3rd-GPh0QG2ZNvPOdbyWRcdwmP_tIvdq2LQQ6xVyTp5zRX_V3aalZJAX1LjVSf_auUGD25LrQxKxRBisGBuLMX_xomNyEXynjnhMd6X3wRDTlCVsY=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sv","01t1n00000DyNrNAAV","3460002398","1","BIC® J25 Clip Case","Brett utrymme för tryck: nu även tillgänglig med den nya texturen britePix™ som ger ert budskap en relief-effekt! Passar idealiskt för att fästa ovanpå cigarettpaketet! Fullfärg direkt! Alla förpackningar levereras med en vit tändare BIC® J25.","Helfärg i farten!","BIC®","2.40 cm","5.50 cm","1.50 cm","0.00 cm","19.80 cm3","8.30 g","Kina","9613100000","https://api.everisbigcontent.com/edms/rest/v1/links/ZU9ukOFxB-N6GTUSXhRhQjidBYN4Agf4xCOJYpxio_sxXWS1ulbdLPobRD4pQXpg9s-heYoYRzvGuSnlSkdEex3FGJEcKKLeVN6fwLiZMlBuPZdUQjENbf4nNWqlm75lajrASvheQ0D_Cq9Xy1lqCFpDbMGbi8QzXQcqrpoG0Z0=","0.00 cm","0.00 cm","0.00 cm","0.00 cm3","50 u.","415.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/gFcW_Fzwwkb15AQvRCgnRYACee-fUt6xeVVC_-YlonfJAQd4UOlfXC40um3rd-GPh0QG2ZNvPOdbyWRcdwmP_tIvdq2LQQ6xVyTp5zRX_V3aalZJAX1LjVSf_auUGD25LrQxKxRBisGBuLMX_xomNyEXynjnhMd6X3wRDTlCVsY=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"de","01t1n00000DyNqoAAF","3460002156","1","BIC® Aluminium Flat Case","Trendige, leichtgewichtige Aluminiumhülle mit flachem Oberflächen-Design für das BIC® J25-Feuerzeug. Große Personalisierungsfläche für Ihre maximale Markenbotschaft: Drei Seiten können personalisiert werden. Alle Hüllen sind mit weissem BIC® J25 Feuerzeug ausgestattet.","Entscheiden Sie sich für unsere Aluminiumhülle mit leichtem & flachem Oberflächendesign","BIC®","2.30 cm","6.00 cm","1.20 cm","0.00 cm","16.56 cm3","7.00 g","China","9613100000","https://api.everisbigcontent.com/edms/rest/v1/links/Tj-5LaFQwpMWOWM00ggXA2OnuwPNx4f-ksmT12hQcA6doNbFC4dWiinw4TTBjZjRdeSYOcytPikHG-Pc2WASUNFcKkjn9Gy6ZERmhybCNbEqCDLz8aMNgr2x0Srb1sM6sWhhUXt4jJ7I3fuQKgdhwuiP0WC68gXdYtTEDzkWPfU=","0.00 cm","0.00 cm","0.00 cm","0.00 cm3","50 u.","350.00 g","Metall","1","https://api.everisbigcontent.com/edms/rest/v1/links/isZaJojNwAiTnFMQFm2wd78cSFqVAWsEBdymKPpe2B9cPhomchyxiTCw9-vNi1FeBKtQ3DAHK3Dv5Ypn_pR-xAjyax5Kd5FilCl3h00KfKhmt7kzNghVGBwIT2l8dyQyNmnWUWi9AQ2qX6gSDTm6PbH65sqLf78NM-614fHxp3s=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
